orgid	bp	numcontigs	numCDS	numCDS_allframes	accession	lineage
GCF_001015265	39422	1	48	2729	NC_027118	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Vp5virus;Vibrio virus VC8;Vibrio phage phiVC8
GCF_001503595	43216	1	82	4911	NC_028995	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Acinetobacter phage phiAC-1
GCF_000917255	76184	1	126	8046	NC_023593	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Phieco32virus;Escherichia virus Septima11;Escherichia phage KBNP1711
GCF_001503635	68346	1	99	2523	NC_028801	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Bclasvirinae;Pg1virus;unclassified Pg1virus;Mycobacterium phage Vortex
GCF_001745075	163041	1	302	19411	NC_031037	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Wphvirus;unclassified Wphvirus;Bacillus phage Nigalana
GCF_000917275	42240	1	70	1485	NC_023572	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage MichelleMyBell
GCF_001503655	40829	1	45	3808	NC_028822	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;unclassified Podoviridae;Escherichia phage P483
GCF_001745115	40570	1	45	5100	NC_031086	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Autographivirinae;Fri1virus;unclassified Fri1virus;Acinetobacter phage phiAB6
GCF_001015285	157498	1	210	13185	NC_027119	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Ackermannviridae;Cvivirinae;Cba120virus;Salmonella virus Det7;Salmonella phage Det7
GCF_001745135	29338	1	43	1897	NC_031005	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Pa6virus;unclassified Pa6virus;Propionibacterium phage QueenBey
GCF_000917295	75568	1	94	6575	NC_023579	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Ea92virus;Erwinia virus Ea9-2;Erwinia phage Ea9-2
GCF_001503675	50078	1	79	5066	NC_028853	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Lambdavirus;unclassified Lambda-like viruses;Mannheimia phage vB_MhS_535AP2
GCF_001015305	36892	1	43	2414	NC_027120	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactococcus phage 1358
GCF_001019755	6988	1	4	681	NC_027131	root;Viruses;Ortervirales;Caulimoviridae;Badnavirus;Grapevine Roditis leaf discoloration-associated virus
GCF_001019775	9786	1	1	884	NC_027128	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Iflaviridae;unclassified Iflaviridae;La Jolla virus
GCF_001019795	10549	2	4	1192	NC_027135;NC_027137	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Arenaviridae;Mammarenavirus;Okahandja mammarenavirus
GCF_001019815	47142	1	74	6407	NC_027125	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Flavobacterium phage FCL-2
GCF_001745155	111325	1	148	13163	NC_031042	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;T5virus;unclassified T5likevirus;Salmonella phage NR01
GCF_001019835	16080	1	11	1897	NC_027121	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Velarivirus;Areca palm velarivirus 1
GCF_001019855	11511	3	4	1096	NC_027142;NC_027141;NC_027140	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Bhanja serogroup;Bhanja virus
GCF_001019875	8865	1	1	841	NC_027126	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;unclassified Picornavirales;Kilifi Virus
GCF_001019895	2741	1	6	247	NC_027129	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;unclassified Begomovirus;Hollyhock yellow vein mosaic Islamabad virus
GCF_000917315	170438	1	210	17910	NC_023584	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;unclassified T4virus;Synechococcus phage S-MbCM100
GCF_001503695	170336	1	286	17005	NC_028894	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;Sp18virus;Escherichia virus VR20;Escherichia phage vB_EcoM_VR20
GCF_001745175	76012	1	126	5279	NC_031124	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Bronvirus;unclassified Bronvirus;Mycobacterium phage Gardann
GCF_001503715	52967	1	92	2115	NC_028877	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Larenn
GCF_001745195	31987	1	51	3630	NC_031040	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactococcus phage 50101
GCF_000917335	77792	1	95	9932	NC_023581	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;N4virus;unclassified N4likevirus;Acinetobacter phage Presley
GCF_001503735	46895	1	77	6575	NC_029022	root;Viruses;dsDNA viruses, no RNA stage;unclassified dsDNA phages;Clostridium phage phiCT9441A
GCF_000917355	33525	1	46	1231	NC_023588	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Peduovirinae;P2virus;unclassified P2virus;Stenotrophomonas phage Smp131
GCF_000917375	6253	1	3	400	NC_023629	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Astroviridae;Mamastrovirus;unclassified Mamastrovirus;Bovine astrovirus B76/HK
GCF_000917415	9501	1	1	910	NC_023676	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Iflaviridae;Iflavirus;Spodoptera exigua iflavirus 2
GCF_000917435	5275	1	4	387	NC_023673	root;Viruses;ssDNA viruses;Parvoviridae;Parvovirinae;Bocaparvovirus;unclassified Bocaparvovirus;Porcine bocavirus
GCF_001503755	41507	1	52	5354	NC_028958	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Clostridium phage phiCD146
GCF_001019915	172688	1	217	18286	NC_027130	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;unclassified T4virus;Synechococcus phage ACG-2014b
GCF_001019935	8376	1	3	746	NC_027122	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus;unclassified Vesivirus;Vesivirus ferret badger/JX12/China/2012
GCF_001019955	15478	1	15	1081	NC_027124	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae;Simartevirus;Pebjah virus
GCF_001503775	44461	1	81	6125	NC_028883	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Clostridium phage phiMMP01
GCF_001745235	168272	1	275	18570	NC_031087	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Klebsiella phage vB_KpnM_KpV477
GCF_001503795	39133	1	42	3377	NC_028772	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Autographivirinae;T7virus;unclassified T7-like viruses;Enterobacter phage phiEap-1
GCF_001745255	38071	1	56	1378	NC_031076	root;Viruses;unclassified bacterial viruses;Propionibacterium phage PFR1
GCF_000917455	152710	1	159	14217	NC_023681	root;Viruses;dsDNA viruses, no RNA stage;Baculoviridae;Alphabaculovirus;Mamestra brassicae multiple nucleopolyhedrovirus
GCF_001503815	43190	1	75	5188	NC_028819	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;unclassified Caudovirales;Pseudoalteromonas phage H103
GCF_001745275	53431	1	84	1681	NC_031061	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Gordonia phage Nymphadora
GCF_000917475	34553	1	51	1307	NC_023700	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;D3112virus;Pseudomonas virus PA1KOR
GCF_001503835	60747	1	86	5760	NC_029021	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Nonagvirus;Escherichia virus JenK1;Enterobacteria phage JenK1
GCF_001745295	44570	1	56	3988	NC_031096	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;unclassified Podoviridae;Pectobacterium phage PP90
GCF_001019995	190768	1	212	20455	NC_027132	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;unclassified T4virus;Synechococcus phage ACG-2014i
GCF_001020015	4083	1	4	356	NC_027123	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Solemoviridae;Sobemovirus;Cymbidium chlorotic mosaic virus
GCF_001020035	1346	1	1	123	NC_027133	root;Viruses;Satellites;Tolecusatellitidae;Betasatellite;Kenaf leaf curl betasatellite
GCF_001503875	43745	1	41	2065	NC_029007	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;unclassified Podoviridae;Ralstonia phage RSJ5
GCF_001020055	9108	1	1	1003	NC_027127	root;Viruses;unclassified viruses;Thika virus
GCF_000917495	69279	1	110	4788	NC_023732	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Bronvirus;Mycobacterium virus Rumpelstiltskin
GCF_001020075	10200	2	4	1097	NC_027136;NC_027134	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Arenaviridae;Mammarenavirus;Mariental mammarenavirus
GCF_001503895	15541	1	8	1388	NC_028867	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Mononegavirales;Rhabdoviridae;unclassified Rhabdoviridae;Fox fecal rhabdovirus
GCF_001745315	52501	1	94	2278	NC_031041	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Papez
GCF_001021215	20261	1	7	2301	NC_027199	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Coronaviridae;Torovirinae;Bovine nidovirus 1;Bovine nidovirus TCH5
GCF_001021255	4194	1	5	300	NC_027198	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Solemoviridae;Sobemovirus;Rottboellia yellow mottle virus
GCF_001021275	3753	1	3	286	NC_027197	root;Viruses;unclassified viruses;Phytophthora parasitica virus
GCF_001021295	12650	3	4	1348	NC_027202;NC_027201;NC_027203	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Punta Toro phlebovirus;Punta Toro virus
GCF_001503995	44360	1	43	2045	NC_028988	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;unclassified Podoviridae;Ralstonia phage RSJ2
GCF_001504015	2788	1	6	246	NC_028985	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Okra leaf curl Oman virus
GCF_001021315	3141	1	2	356	NC_027196	root;Viruses;unclassified viruses;Chimeric virus 14
GCF_001504035	32684	1	44	2513	NC_005056	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Peduovirinae;P2virus;Escherichia virus Wphi
GCF_001504055	34155	1	50	3039	NC_028830	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactobacillus phage iA2
GCF_000917515	155586	1	236	5887	NC_023737	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Bxz1virus;Mycobacterium virus Bxz1;Mycobacterium phage Pleione
GCF_001504075	40670	1	59	5294	NC_028821	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Staphylococcus phage StB20-like
GCF_001745335	166634	1	265	20203	NC_031085	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;unclassified T4virus;Shigella phage SHBML-50-1
GCF_001504095	51543	1	87	2321	NC_028960	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage Theia
GCF_001023565	194701	1	377	12985	NC_027204	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;M12virus;unclassified M12virus;Sinorhizobium phage phiM19
GCF_001028925	4991	1	3	430	NC_027211	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Luteoviridae;unclassified Luteoviridae;Nectarine stem pitting-associated virus
GCF_001028945	2796	1	6	281	NC_027215	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Tomato yellow leaf curl Mali virus
GCF_001745375	72697	1	93	4331	NC_031063	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Lit1virus;Pseudomonas virus Ab09;Pseudomonas phage PEV2
GCF_001028965	5181	1	2	251	NC_027209	root;Viruses;dsRNA viruses;Totiviridae;Victorivirus;unclassified Victorivirus;Magnaporthe oryzae virus 3
GCF_001028985	5704	1	2	478	NC_027212	root;Viruses;dsRNA viruses;Totiviridae;unclassified Totiviridae;Camponotus yamaokai virus
GCF_001745395	16072	3	5	1608	NC_031133;NC_031132;NC_031131	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Tospoviridae;Orthotospovirus;Polygonum ringspot orthotospovirus;Polygonum ringspot virus
GCF_001029005	9246	1	1	736	NC_027214	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Picornaviridae;Ampivirus;Ampivirus A;Ampivirus A1
GCF_001745415	13169	1	5	918	NC_031083	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Mononegavirales;Rhabdoviridae;unclassified Rhabdoviridae;Huangpi Tick Virus 3
GCF_001029025	9575	1	1	953	NC_027210	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Potyviridae;Potyvirus;Catharanthus mosaic virus
GCF_001745435	4663	2	2	450	NC_031134;NC_031130	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Cannabis cryptic virus
GCF_001504115	93879	1	178	7658	NC_028817	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Pakpunavirus;unclassified Pakpunavirus;Pseudomonas phage K8
GCF_001745455	52077	1	79	1591	NC_031097	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Gordonia phage Zirinka
GCF_001745475	9112	1	1	661	NC_031106	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Picornaviridae;Rosavirus;unclassified Rosavirus;Rosavirus C
GCF_001504135	55617	1	95	2325	NC_028910	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Che8virus;unclassified Che8virus;Mycobacterium phage XFactor
GCF_001745495	45206	1	62	2963	NC_031081	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Hk578virus;unclassified Hk578virus;Escherichia phage Envy
GCF_001745515	43277	1	64	1973	NC_031091	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Pseudomonas phage MD8
GCF_001504155	75816	1	130	5486	NC_028843	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage Lolly9
GCF_001504195	59652	1	105	2468	NC_028946	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Che8virus;unclassified Che8virus;Mycobacterium phage Dante
GCF_001029045	214699	1	207	27078	NC_027213	root;Viruses;dsDNA viruses, no RNA stage;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Raccoonpox virus
GCF_001030085	16715	2	4	1268	NC_027221;NC_027222	root;Viruses;dsRNA viruses;Megabirnaviridae;Megabirnavirus;unclassified Megabirnavirus;Sclerotinia sclerotiorum megabirnavirus 1
GCF_001038595	39167	1	46	2454	NC_027292	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Autographivirinae;T7virus;unclassified T7-like viruses;Pseudomonas phage Pf-10
GCF_001745535	157501	1	226	17640	NC_031056	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Bc431virus;Bacillus virus Deepblue;Bacillus phage Deep Blue
GCF_001038615	29438	1	45	1887	NC_027294	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Propionibacterium phage PHL150
GCF_001504215	126341	1	178	12599	NC_028805	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Jenstvirus;Brevibacillus virus Jenst;Brevibacillus phage Jenst
GCF_001745555	35068	1	51	3138	NC_031036	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactobacillus phage PLE2
GCF_000917535	497513	1	675	67533	NC_023719	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unassigned Myoviridae;Bacillus virus G
GCF_001040755	29806	1	45	1941	NC_027295	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Propionibacterium phage PHL199
GCF_001040795	36814	1	54	1452	NC_027298	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;D3112virus;Pseudomonas virus LPB1
GCF_000917555	51083	1	94	2198	NC_023708	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Dreamboat
GCF_001745575	78302	1	102	4489	NC_031109	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Gordonia phage Jumbo
GCF_000917575	26499	1	68	2578	NC_023718	root;Viruses;unclassified bacterial viruses;Pseudomonas phage phiPto-bp6g
GCF_001040815	42092	1	71	2289	NC_027299	root;Viruses;dsDNA viruses, no RNA stage;unclassified dsDNA phages;Sulfitobacter phage NYA-2014a
GCF_001040975	45403	1	62	5123	NC_027330	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;unclassified Podoviridae;Escherichia phage ECBP5
GCF_001504235	162486	1	247	18392	NC_028890	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Spounavirinae;Tsarbombavirus;Bacillus virus TsarBomba;Bacillus phage TsarBomba
GCF_001745615	92580	1	168	3258	NC_031074	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Gordonia phage Bantam
GCF_001040995	73008	1	91	4338	NC_027345	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Lit1virus;unclassified Lit1virus;Pseudomonas phage Pa2
GCF_000917595	157568	1	238	5940	NC_023696	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Bxz1virus;Mycobacterium virus Dandelion;Mycobacterium phage Dandelion
GCF_000917615	53526	1	92	1994	NC_023731	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;Mycobacterium virus Trixie;Mycobacterium phage Trixie
GCF_000914975	7838	1	6	485	NC_022894	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Tymovirales;Alphaflexiviridae;Platypuvirus;Donkey orchid symptomless virus
GCF_001504255	147589	1	210	17525	NC_029009	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Enterococcus phage EFDG1
GCF_000915215	9554	1	2	1029	NC_023021	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Dicistroviridae;unclassified Dicistroviridae;Formica exsecta virus 1
GCF_000915455	1007	1	1	95	NC_003638	root;Viruses;Satellites;Satellite Nucleic Acids;Single stranded DNA satellites;Alphasatellitidae;Nanoalphasatellitinae;unclassified Babu- and nanovirus-associated alphasatellites;Milk vetch dwarf C1 alphasatellite
GCF_001504275	43724	1	74	4103	NC_028854	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Sitaravirus;Paenibacillus virus Sitara;Paenibacillus phage Sitara
GCF_000915695	51236	1	89	1943	NC_023562	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage BellusTerra
GCF_001041015	145518	1	220	18767	NC_027335	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Enterococcus phage ECP3
GCF_001745635	240761	1	271	17052	NC_031127	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Erwinia phage vB_EamM_Huxley
GCF_001504295	48216	1	61	2868	NC_028834	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Jwxvirus;Achromobacter virus 83-24;Achromobacter phage 83-24
GCF_001745655	24320	1	36	3290	NC_031032	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;unclassified Podoviridae;Bacillus phage Stitch
GCF_001504315	52927	1	84	2060	NC_028914	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Sheen
GCF_000915935	124688	1	147	8736	NC_023177	root;Viruses;dsDNA viruses, no RNA stage;Baculoviridae;Alphabaculovirus;Choristoneura murinana nucleopolyhedrovirus
GCF_001504335	40592	1	54	5114	NC_029010	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Phietavirus;unclassified Phietalikevirus;Staphylococcus phage SA97
GCF_000916175	46145	1	55	4749	NC_023559	root;Viruses;dsDNA viruses, no RNA stage;unclassified dsDNA phages;Oenococcus phage phi9805
GCF_001504355	86252	1	125	9885	NC_028872	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Ounavirinae;Felixo1virus;Escherichia virus HY02;Escherichia phage HY02
GCF_001745675	162151	1	304	19360	NC_031012	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Wphvirus;unclassified Wphvirus;Bacillus phage Kida
GCF_000916435	70841	1	98	2252	NC_023554	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Bclasvirinae;Coopervirus;Mycobacterium virus JAMaL;Mycobacterium phage JAMaL
GCF_000916675	4086	1	5	326	NC_004553	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Solemoviridae;Sobemovirus;Turnip rosette virus
GCF_000916915	5552	1	3	494	NC_023441	root;Viruses;ssDNA viruses;Bacilladnaviridae;Bacilladnavirus;unclassified Bacilladnavirus;Chaetoceros sp. DNA virus 7
GCF_001504375	87712	1	131	10055	NC_029023	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Ounavirinae;Felixo1virus;Escherichia virus JH2;Escherichia phage JH2
GCF_000917155	44306	1	62	1176	NC_023604	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage Jolie2
GCF_000917655	13023	1	2	1017	NC_023680	root;Viruses;dsRNA viruses;Hypoviridae;Hypovirus;unclassified Hypovirus;Fusarium graminearum hypovirus 1
GCF_000917675	53137	1	102	2314	NC_023748	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;Mycobacterium virus Skipole;Mycobacterium phage SkiPole
GCF_001041035	348113	1	551	41791	NC_027364	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Escherichia phage PBECO 4
GCF_001041055	44613	1	62	2877	NC_027383	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Hk578virus;Escherichia virus YD2008s;Escherichia phage YD-2008.s
GCF_000917695	60588	1	97	1965	NC_023744	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage DS6A
GCF_001745695	222832	1	211	28664	NC_031038	root;Viruses;dsDNA viruses, no RNA stage;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Skunkpox virus
GCF_001504395	137918	1	218	16807	NC_028982	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Cp51virus;Bacillus virus JL;Bacillus phage JL
GCF_001745715	32729	1	49	3675	NC_031069	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Streptococcus virus 9871
GCF_000917715	59016	1	105	2421	NC_023699	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Che8virus;Mycobacterium virus SG4
GCF_001504435	75933	1	140	3339	NC_028906	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Cjw1virus;Mycobacterium virus Toto;Mycobacterium phage Toto
GCF_000917755	67949	1	102	2007	NC_023686	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Bclasvirinae;Pipefishvirus;Mycobacterium virus Gadjet;Mycobacterium phage Gadjet
GCF_001504455	40477	1	50	3752	NC_028863	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;unclassified Podoviridae;Escherichia phage P694
GCF_001041075	130008	1	178	16201	NC_027341	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactococcus phage WRP3
GCF_000917775	53177	1	96	2299	NC_023716	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;Mycobacterium virus Alma
GCF_001504475	35764	1	51	3505	NC_028898	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Peduovirinae;P2virus;unclassified P2virus;Mannheimia phage vB_MhM_587AP1
GCF_001041095	39725	1	48	2791	NC_027397	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Vp5virus;unclassified Vp5virus;Vibrio phage QH
GCF_000917795	51821	1	86	2269	NC_023739	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;Mycobacterium virus Billknuckles
GCF_001745735	161929	1	296	19336	NC_031049	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Wphvirus;unclassified Wphvirus;Bacillus phage NotTheCreek
GCF_001041115	49816	1	90	4828	NC_027350	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Tunavirinae;Tlsvirus;Citrobacter virus Stevie
GCF_001745755	39274	1	49	3364	NC_031018	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Autographivirinae;T7virus;unclassified T7-like viruses;Citrobacter phage SH4
GCF_001041135	37359	1	58	1485	NC_027384	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;D3112virus;unclassified D3112virus;Pseudomonas phage H70
GCF_001745775	44885	1	83	5226	NC_031117	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Acinetobacter phage LZ35
GCF_001504495	170822	1	293	17131	NC_028925	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;Sp18virus;Escherichia virus VR25;Escherichia phage vB_EcoM_VR25
GCF_000917815	156646	1	232	5907	NC_023725	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Bxz1virus;Mycobacterium virus Nappy;Mycobacterium phage Nappy
